FirstName,LastName,Year,Gender,Age,Valuation,NotableFacts,Network,SlaveOwnerFirstName,SlaveOwnerLastName,SlaveOwnerOccupation,SlaveOwnerNumberSlavesHeld,Link,LinkDescription,AdditionalLinks,PrintedSource
Jamima,,1799,,36,_30,Sold to Mrs. Littig [?] of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Anna,,1799,,1,not appraised,Sold to Mrs. Littig [?] of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Flavia,,1799,,26,_30,Sold to Richard Ridgely of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
John,,1799,,8,7.16 [?],Sold to Richard Ridgely of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Nelly,,1799,,5,7.16 [?],Sold to Richard Ridgely of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Betsey,,1799,,4,7.16 [?],Sold to Richard Ridgely of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Henry,,1799,,1,not appraised,Sold to Richard Ridgely of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Deek,,1799,,36,_45,Sold to William P. Matthews of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Cate,,1799,,32,_30,Sold to William P. Matthews of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Martha,,1799,,8,7.16 [?],Sold to William P. Matthews of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Hillary,,1799,,1,not appraised,Sold to William P. Matthews of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Eliza,,1799,,14,_15,Sold to James Ferrel [?] of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Joe,,1799,,9,7.16 [?],Sold to Patrick Kinney of the City of Washington after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
"Joe, a wheelright",,1799,,46,_45,Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Sall,,1799,,32,_30,Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Charles,,1799,,10,_15,Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Mary,,1799,,8,7.16 [?],Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Nelly,,1799,,5,7.16 [?],Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Frederick,,1799,,4,7.16 [?],Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Jamina,,1799,,3,7.16 [?],Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
John,,1799,,1,not appraised,Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Bob,,1799,,53,16.6.09 [?],Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Jenny,,1799,,49,15.1,Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
John,,1799,,9,7.16 [?],Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Sall,,1799,,47,15.10 [?],Sold to Nicholas Rogers of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Israel,,1799,,17,_45,Sold to Mr. Paco of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Melly,,1799,,14,_15,Sold to Baroc [?] Fowler of Annapolis after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Moses,,1799,,25,_45,Sold to William Smallwood of Baltimore Town or county not certain which after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Timonty,,1799,,31,_45,Sold to Nicholas Pegno [?] of Montgomery County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Heltey,,1799,,26,_30,Sold to Nicholas Pegno [?] of Montgomery County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Isaac,,1799,,3,7.16 [?],Sold to Nicholas Pegno [?] of Montgomery County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Billy,,1799,,1,not appraised,Sold to Nicholas Pegno [?] of Montgomery County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Jack,,1799,,27,_45,Sold to Joshua Jones of Frederick County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
mary,,1799,,23,_30,Sold to Joshua Jones of Frederick County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Peggy,,1799,,4,7.16 [?],Sold to Joshua Jones of Frederick County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Betsey,,1799,,3,7.16 [?],Sold to Joshua Jones of Frederick County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Bob,,1799,,2,7.16 [?],Sold to Joshua Jones of Frederick County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
John,,1799,,26,_45,Sold to Lawyer McMachan of Baltimore Town after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Moses a miller [?],,1799,Male,52,_16.6.0 [?],One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
John a shoemaker [?],,1799,Male,47,,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Nanny a nurse [?],,1799,Female,55,_15.10.0,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Daniel her son a carpenter [?],,1799,Male,38,_45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
[Rezen?] her son a carpenter,,1799,Male,32,_45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
John her son a [?],,1799,Male,27,_45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Bill her son a  gardener [?],,1799,Male,25,_45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Joe her son a field hand,,1799,Male,16,_45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Nelly her daughter a maid,,1799,Female,18,_30,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Katty her daughter a spinner,,1799,Female,14,_15,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Hinny her daughter field hand,,1799,Female,20,_45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Aaron her son,,1799,Male,6 months,not appraised,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
William a carpenter [?],,1799,Male,14,_45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Fanny a cook,,1799,Female,50,_15.10.0,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Patience her daughter a cook,,1799,Female,20,_30,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Cate her daughter a spinner [?],,1799,Female,32,_30,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Mariah her daughter died,,1799,Female,14,_15,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Sucky her daughter,,1799,Female,11,_15,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Billy her son,,1799,Male,7,7.16 [?],One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Betsey her daughter,,1799,Female,9,7.16 [?],One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Charles her son,,1799,Male,5,7.16 [?],One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Nelly her daughter,,1799,Female,2,7.16 [?],One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Jacob a gangleader [?],,1799,Male,57,_16.6.0 [?],One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799 via the New York Historical Society. ",,
Sukey,,1799,,36,_30,Sold to Governor Howard of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruling.,Charles,Carroll [of Carrollton],,315,http://blog.nyhistory.org/generations-a-slave/,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll"" via the New York Historical Society. ",,
Sue,Harbard,1794,,,,"Court document relating to Mahoney v. John Ashton mention that Sue/Sukey, a mulatto slave, had been living ""in the family of Charles Carroll of Carrollton.""",,Charles,Carroll [of Carrollton],,315,http://earlywashingtondc.org/doc/oscys.mdcase.0008.049,,,
Andrew,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Criss,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Jude,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Phillis,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Sarah,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Gabriel,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Charles,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
George,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Harry,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Same,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
June,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Rachel,,1804,,,,"In his 1804 will, John Clements left these enslaved people to Joseph Green.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Minta,Senior,1804,,,,"In his 1804 will, John Clements left these enslaved people to Joseph Green.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
John,,1804,,,,"In his 1804 will, John Clements left these enslaved people to Joseph Green.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Walter,,1804,,,,"In his 1804 will, John Clements left these enslaved people to Joseph Green.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Teney,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his daughter Teresa Green, wife of James Raymond Green.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Minta,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his daughter Teresa Green, wife of James Raymond Green.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Margaret,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his daughter Teresa Green, wife of James Raymond Green.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Lewis,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his daughter Teresa Green, wife of James Raymond Green.",,John,Clements,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
"Basil, a blacksmith",,1799,,,,"In his 1799 will, William Coomes asks that Basil ""be sold at public venure for ready cash.""",,William,Coomes [Combs],,15,http://www.colonial-settlers-md-va.us/getperson.php?personID=I057160&tree=Tree1,,,
Jane,,1803,,,,"After George Digges's death, his wife Dorothy Digges sold Jane and Henny, her daughter, to Rev. C. Sewall.",,George,Digges,,105,https://slaveryarchive.georgetown.edu/items/show/241,,,
