EnslavedPersonFirstName,EnslavedPersonLastName,Year,Gender,Age,Valuation,NotableFacts,Network,SlaveOwnerFirstName,SlaveOwnerLastName,SlaveOwnerOccupation,SlaveOwnerPlottedLocation,SlaveOwnerNumberSlavesHeld,NumberSlavesSued,NumberSlavesRanAway,Source1,Source2,Source3,Notes
Terry,,1789,Female,,,Raphael Boarman and John Neale bought these people in 1789.,,Raphael,Boarman,,"Cornwallis Neck, Charles County, MD",12,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I047625&tree=tree1,,,
Clem,,1789,,Boy,,Raphael Boarman and John Neale bought these people in 1789.,,Raphael,Boarman,,"Cornwallis Neck, Charles County, MD",12,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I047625&tree=tree1,,,
Agnes,,1789,,Girl,,Raphael Boarman and John Neale bought these people in 1789.,,Raphael,Boarman,,"Cornwallis Neck, Charles County, MD",12,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I047625&tree=tree1,,,
Ann,,1789,,Girl,,Raphael Boarman and John Neale bought these people in 1789.,,Raphael,Boarman,,"Cornwallis Neck, Charles County, MD",12,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I047625&tree=tree1,,,
Elizabeth,,1786,Female,30,,"Escaped from Raphael Boarman in 1786. ""Five Pounds Reward. July 17, 1786. Eloped on the 11th instant, a tawney woman named Elizabeth, thirty years old, of middle size; she took with her a variety of cloathing; it is suspected that she wil endeavour to pass as far as possible fr om her native place, and that as a free person. WHoever takes up said slave and brings her to the subscriber shall have the above sum, if taken one hundred mies from home, if a longer or shorter distance, a proportioned reward. Raphael Boarman, of Cornwallis neck, Charles county, Maryland.""",,Raphael,Boarman,,"Cornwallis Neck, Charles County, MD",12,,,https://www.newspapers.com/image/41047647/?terms=%22Raphael%2BBoarman%22,,,
Anthony,,1790,,24 or 25,,"Former slave of Raphael Boarman escpaed in 1790 from P. Savary. ""Ran away, four months ago, from the subscriber's plantation, in Prince George's county, Maryland, about three miles from Alexandria ferry, a negro man called Anthony, four or five and twenty years old, about six feet high, knock-kneed, which gives him a weak countenance when walking, and flammers a little; he was formerly the property of one Raphael Boarman, living in the neighbourhood of Bryan town. Any person who will stop the said negro, and secure him so that I get him again, shall have a reward of one guinea, or three pounds, with reasonable charges, if brought to my house and, as I have great reason to believe the said negro is harboured and employed in the neighbourhood where he formerly lived, any person who will discover and certify before any court by whom he is so harboured and employed, so as I may recover damages, shall have ten paunds, paid down by P. Savary.""",,Raphael,Boarman,,"Cornwallis Neck, Charles County, MD",12,,, https://www.newspapers.com/image/41047333/?terms=%22Raphael%2BBoarman%22,,,
Isaac,,1795,,"""Advanced in years""",,"Escaped from Raphael Boarman. ""Ten Pounds Reward. Ran away, on the fifteenth instant, a yellow fellow named Isaac, about five feet six or seven inches high, advanced in years, has a scar on his breast, and a large one on the back part of his shoulder. Whoever delivers said slave to me in Newport Forest, Charles county, shall have the above reward, if taken one hundred miles from home, if a longer or shorter distance a proportionable reward, and all reasonable charges, paid by Raphael Boarman. September 19, 1795""",,Raphael,Boarman,,"Cornwallis Neck, Charles County, MD",12,,,https://www.newspapers.com/image/41044587/?terms=%22Raphael%2BBoarman%22,,,
Isaac,Wallace,1772,,,,"Escaped from John Bolton. Said to ""have been carried by ship to London"" (where Bolton brought him from a year earlier).",,John,Bolton,Jesuit priest,"13209 Church Lane, Cordova, Maryland 21625",11,,,https://msa.maryland.gov/megafile/msa/speccol/sc2900/sc2908/000001/000819/pdf/chart96.pdf#search=john%20bolton,,,
Sue,Harbard,1794,,,,"Court document relating to Mahoney v. John Ashton mention that Sue/Sukey, a mulatto slave, is living ""in the family of Charles Carroll of Carrollton.""",,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,http://earlywashingtondc.org/doc/oscys.mdcase.0008.049,,,
Jacob a gangleader [?],,1799,Male,57,£16.6.0 [?],One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Moses a miller [?],,1799,Male,52,£16.6.0 [?],One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
John a shoemaker [?],,1799,Male,47,,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Nanny a nurse [?],,1799,Female,55,£15.10.0,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Daniel her son a carpenter [?],,1799,Male,38,£45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
[Rezen?] her son a carpenter,,1799,Male,32,£45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
John her son a [?],,1799,Male,27,£45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Bill her son a  gardener [?],,1799,Male,25,£45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Joe her son a field hand,,1799,Male,16,£45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Nelly her daughter a maid,,1799,Female,18,£30,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Katty her daughter a spinner,,1799,Female,14,£15,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Hinny her daughter field hand,,1799,Female,20,£45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Aaron her son,,1799,Male,6 months,not appraised,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
William a carpenter [?],,1799,Male,14,£45,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Fanny a cook,,1799,Female,50,£15.10.0,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Patience her daughter a cook,,1799,Female,20,£30,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Cate her daughter a spinner [?],,1799,Female,32,£30,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Mariah her daughter died,,1799,Female,14,£15,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Sucky her daughter,,1799,Female,11,£15,One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Billy her son,,1799,Male,7,7.16 [?],One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Betsey her daughter,,1799,Female,9,7.16 [?],One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Charles her son,,1799,Male,5,7.16 [?],One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Nelly her daughter,,1799,Female,2,7.16 [?],One of the 23 slaves that Charles Carroll of Carrollton freed as a result of the Mahoney v. Ashton suit (they were related to the woman proven to be free through the suit).,Freed after the Mahoney ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes who obtained their freedom--in consequence of the verdict obtained by Charles Mahoney against the Rev. Mr. John Ashton, May Term, 1799--of Charles Carroll of Carrollton, Esq. in May 1799,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Sukey,,1799,,36,£30,Sold to Governor Howard of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Nelly,,1799,,11,£15,Sold to Joseph Smith of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Jamima,,1799,,36,£30,Sold to Mrs. Littig [?] of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Anna,,1799,,1,not appraised,Sold to Mrs. Littig [?] of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Flavia,,1799,,26,£30,Sold to Richard Ridgely of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
John,,1799,,8,7.16 [?],Sold to Richard Ridgely of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Nelly,,1799,,5,7.16 [?],Sold to Richard Ridgely of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Betsey,,1799,,4,7.16 [?],Sold to Richard Ridgely of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Henry,,1799,,1,not appraised,Sold to Richard Ridgely of Anne Arundel County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Deek,,1799,,36,£45,Sold to William P. Matthews of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Cate,,1799,,32,£30,Sold to William P. Matthews of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Martha,,1799,,8,7.16 [?],Sold to William P. Matthews of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Hillary,,1799,,1,not appraised,Sold to William P. Matthews of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Eliza,,1799,,14,£15,Sold to James Ferrel [?] of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Joe,,1799,,9,7.16 [?],Sold to Patrick Kinney of the City of Washington after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
"Joe, a wheelright",,1799,,46,£45,Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Sall,,1799,,32,£30,Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Charles,,1799,,10,£15,Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Mary,,1799,,8,7.16 [?],Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Nelly,,1799,,5,7.16 [?],Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Frederick,,1799,,4,7.16 [?],Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Jamina,,1799,,3,7.16 [?],Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
John,,1799,,1,not appraised,Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Bob,,1799,,53,16.6.09 [?],Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Jenny,,1799,,49,15.1,Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
John,,1799,,9,7.16 [?],Sold to Caleb Hall of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Sall,,1799,,47,15.10 [?],Sold toNicholas Rogers of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Israel,,1799,,17,£45,Sold to Mr. Paco of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Melly,,1799,,14,£15,Sold to Baroc [?] Fowler of Annapolis after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Moses,,1799,,25,£45,Sold to William Smallwood of Baltimore Town or county not certain which after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Timonty,,1799,,31,£45,Sold to Nicholas Pegno [?] of Montgomery County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
